expense_id,user_id,category,amount,currency,description,date,location,tags
exp498,user_048,DINING,42.47,USD,Dining experience in Plaza District,2024-05-12,Plaza District,meal
exp499,user_049,FOOD,34.08,USD,Breakfast in Beach Area,2024-05-13,Beach Area,meal
exp500,user_050,ACCOMMODATION,60.83,USD,Hotel/Hostel in Suburban,2024-05-14,Suburban,travel
exp501,user_001,SHOPPING,108.86,USD,Shopping in Suburban,2024-05-15,Suburban,shopping
exp502,user_002,ACCOMMODATION,242.23,USD,Hotel/Hostel in Plaza District,2024-05-16,Plaza District,travel
exp503,user_003,ACCOMMODATION,245.34,USD,Hotel/Hostel in Downtown,2024-05-17,Downtown,travel
exp504,user_004,SHOPPING,170.21,USD,Shopping in Old Town,2024-05-18,Old Town,shopping
exp505,user_005,DINING,58.08,USD,Dining experience in Uptown,2024-05-19,Uptown,meal
exp506,user_006,ENTERTAINMENT,139.64,USD,Concert/Movie/Show in Plaza District,2024-05-20,Plaza District,entertainment
exp507,user_007,ACCOMMODATION,89.41,USD,Hotel/Hostel in Downtown,2024-05-21,Downtown,travel
exp508,user_008,ENTERTAINMENT,133.71,USD,Concert/Movie/Show in Arts District,2024-05-22,Arts District,entertainment
exp509,user_009,SHOPPING,44.91,USD,Shopping in Plaza District,2024-05-23,Plaza District,shopping
exp510,user_010,FOOD,50.18,USD,Snack in Suburban,2024-05-24,Suburban,meal
exp511,user_011,ACTIVITIES,106.79,USD,Tour/Adventure activity in Downtown,2024-05-25,Downtown,activities
exp512,user_012,ACTIVITIES,104.53,USD,Tour/Adventure activity in Midtown,2024-05-26,Midtown,activities
exp513,user_013,SHOPPING,124.22,USD,Shopping in Chinatown,2024-05-27,Chinatown,shopping
exp514,user_014,ENTERTAINMENT,69.18,USD,Concert/Movie/Show in Uptown,2024-05-28,Uptown,entertainment
exp515,user_015,ACCOMMODATION,294.62,USD,Hotel/Hostel in Midtown,2024-05-29,Midtown,travel
exp516,user_016,FOOD,54.39,USD,Breakfast in Arts District,2024-05-30,Arts District,meal
exp517,user_017,ACCOMMODATION,86.66,USD,Hotel/Hostel in Plaza District,2024-05-31,Plaza District,travel
exp518,user_018,ACTIVITIES,80.41,USD,Tour/Adventure activity in Old Town,2024-06-01,Old Town,activities
exp519,user_019,ACTIVITIES,60.65,USD,Tour/Adventure activity in Plaza District,2024-06-02,Plaza District,activities
exp520,user_020,ACCOMMODATION,153.5,USD,Hotel/Hostel in Harbor,2024-06-03,Harbor,travel
exp521,user_021,ACTIVITIES,32.08,USD,Tour/Adventure activity in Midtown,2024-06-04,Midtown,activities
exp522,user_022,ACCOMMODATION,118.8,USD,Hotel/Hostel in Midtown,2024-06-05,Midtown,travel
exp523,user_023,NIGHTLIFE,21.54,USD,Bar/Club in Harbor,2024-06-06,Harbor,nightlife
exp524,user_024,TRANSPORT,97.31,USD,Taxi/Bus/Train rides in Downtown,2024-06-07,Downtown,travel
exp525,user_025,ACCOMMODATION,190.65,USD,Hotel/Hostel in Downtown,2024-06-08,Downtown,travel
exp526,user_026,ENTERTAINMENT,80.95,USD,Concert/Movie/Show in Suburban,2024-06-09,Suburban,entertainment
exp527,user_027,ACTIVITIES,191.79,USD,Tour/Adventure activity in Uptown,2024-06-10,Uptown,activities
exp528,user_028,DINING,79.97,USD,Dining experience in Beach Area,2024-06-11,Beach Area,meal
exp529,user_029,DINING,25.04,USD,Dining experience in Plaza District,2024-06-12,Plaza District,meal
exp530,user_030,TRANSPORT,13.65,USD,Taxi/Bus/Train rides in Arts District,2024-06-13,Arts District,travel
exp531,user_031,ACTIVITIES,55.57,USD,Tour/Adventure activity in Downtown,2024-06-14,Downtown,activities
exp532,user_032,ACTIVITIES,136.48,USD,Tour/Adventure activity in Harbor,2024-06-15,Harbor,activities
exp533,user_033,DINING,27.88,USD,Dining experience in Chinatown,2024-06-16,Chinatown,meal
exp534,user_034,ENTERTAINMENT,33.93,USD,Concert/Movie/Show in Arts District,2024-06-17,Arts District,entertainment
exp535,user_035,TRANSPORT,73.01,USD,Taxi/Bus/Train rides in Beach Area,2024-06-18,Beach Area,travel
exp536,user_036,DINING,52.03,USD,Dining experience in Midtown,2024-06-19,Midtown,meal
exp537,user_037,SHOPPING,94.82,USD,Shopping in Uptown,2024-06-20,Uptown,shopping
exp538,user_038,NIGHTLIFE,34.13,USD,Bar/Club in Chinatown,2024-06-21,Chinatown,nightlife
exp539,user_039,FOOD,32.17,USD,Dinner at restaurant in Beach Area,2024-06-22,Beach Area,meal
exp540,user_040,DINING,87.22,USD,Dining experience in Midtown,2024-06-23,Midtown,meal
exp541,user_041,SHOPPING,80.33,USD,Shopping in Suburban,2024-06-24,Suburban,shopping
exp542,user_042,TRANSPORT,45.5,USD,Taxi/Bus/Train rides in Chinatown,2024-06-25,Chinatown,travel
exp543,user_043,FOOD,37.72,USD,Dessert in Harbor,2024-06-26,Harbor,meal
exp544,user_044,DINING,78.3,USD,Dining experience in Chinatown,2024-06-27,Chinatown,meal
exp545,user_045,TRANSPORT,5.74,USD,Taxi/Bus/Train rides in Uptown,2024-06-28,Uptown,travel
exp546,user_046,TRANSPORT,47.78,USD,Taxi/Bus/Train rides in Harbor,2024-06-29,Harbor,travel
exp547,user_047,TRANSPORT,43.2,USD,Taxi/Bus/Train rides in Uptown,2024-06-30,Uptown,travel
exp548,user_048,ACCOMMODATION,258.04,USD,Hotel/Hostel in Plaza District,2024-07-01,Plaza District,travel
exp549,user_049,DINING,43.56,USD,Dining experience in Downtown,2024-07-02,Downtown,meal
exp550,user_050,ACTIVITIES,43.79,USD,Tour/Adventure activity in Suburban,2024-07-03,Suburban,activities
exp551,user_001,SHOPPING,169.42,USD,Shopping in Beach Area,2024-07-04,Beach Area,shopping
exp552,user_002,ACCOMMODATION,101.94,USD,Hotel/Hostel in Uptown,2024-07-05,Uptown,travel
exp553,user_003,ACCOMMODATION,241.85,USD,Hotel/Hostel in Chinatown,2024-07-06,Chinatown,travel
exp554,user_004,TRANSPORT,64.67,USD,Taxi/Bus/Train rides in Old Town,2024-07-07,Old Town,travel
exp555,user_005,NIGHTLIFE,17.31,USD,Bar/Club in Harbor,2024-07-08,Harbor,nightlife
exp556,user_006,ACCOMMODATION,160.71,USD,Hotel/Hostel in Chinatown,2024-07-09,Chinatown,travel
exp557,user_007,DINING,93.6,USD,Dining experience in Beach Area,2024-07-10,Beach Area,meal
exp558,user_008,TRANSPORT,24.4,USD,Taxi/Bus/Train rides in Downtown,2024-07-11,Downtown,travel
exp559,user_009,ACCOMMODATION,93.87,USD,Hotel/Hostel in Downtown,2024-07-12,Downtown,travel
exp560,user_010,ACTIVITIES,143.81,USD,Tour/Adventure activity in Arts District,2024-07-13,Arts District,activities
exp561,user_011,FOOD,52.93,USD,Café meal in Beach Area,2024-07-14,Beach Area,meal
exp562,user_012,ENTERTAINMENT,43.96,USD,Concert/Movie/Show in Chinatown,2024-07-15,Chinatown,entertainment
exp563,user_013,ACTIVITIES,161.36,USD,Tour/Adventure activity in Beach Area,2024-07-16,Beach Area,activities
exp564,user_014,FOOD,60.78,USD,Dinner at restaurant in Plaza District,2024-07-17,Plaza District,meal
exp565,user_015,TRANSPORT,87.53,USD,Taxi/Bus/Train rides in Plaza District,2024-07-18,Plaza District,travel
exp566,user_016,FOOD,52.92,USD,Dessert in Plaza District,2024-07-19,Plaza District,meal
exp567,user_017,ACTIVITIES,76.79,USD,Tour/Adventure activity in Downtown,2024-07-20,Downtown,activities
exp568,user_018,ENTERTAINMENT,64.19,USD,Concert/Movie/Show in Uptown,2024-07-21,Uptown,entertainment
exp569,user_019,ACTIVITIES,104.86,USD,Tour/Adventure activity in Arts District,2024-07-22,Arts District,activities
exp570,user_020,TRANSPORT,61.23,USD,Taxi/Bus/Train rides in Downtown,2024-07-23,Downtown,travel
exp571,user_021,ENTERTAINMENT,20.25,USD,Concert/Movie/Show in Uptown,2024-07-24,Uptown,entertainment
exp572,user_022,ACTIVITIES,151.65,USD,Tour/Adventure activity in Beach Area,2024-07-25,Beach Area,activities
exp573,user_023,DINING,36.65,USD,Dining experience in Chinatown,2024-07-26,Chinatown,meal
exp574,user_024,DINING,90.72,USD,Dining experience in Harbor,2024-07-27,Harbor,meal
exp575,user_025,SHOPPING,127.04,USD,Shopping in Old Town,2024-07-28,Old Town,shopping
exp576,user_026,SHOPPING,145.14,USD,Shopping in Plaza District,2024-07-29,Plaza District,shopping
exp577,user_027,SHOPPING,79.0,USD,Shopping in Old Town,2024-07-30,Old Town,shopping
exp578,user_028,ACTIVITIES,34.15,USD,Tour/Adventure activity in Plaza District,2024-07-31,Plaza District,activities
exp579,user_029,ACCOMMODATION,240.42,USD,Hotel/Hostel in Chinatown,2024-08-01,Chinatown,travel
exp580,user_030,FOOD,35.95,USD,Dessert in Suburban,2024-08-02,Suburban,meal
exp581,user_031,NIGHTLIFE,22.58,USD,Bar/Club in Harbor,2024-08-03,Harbor,nightlife
exp582,user_032,NIGHTLIFE,36.43,USD,Bar/Club in Plaza District,2024-08-04,Plaza District,nightlife
exp583,user_033,DINING,51.43,USD,Dining experience in Downtown,2024-08-05,Downtown,meal
exp584,user_034,NIGHTLIFE,48.18,USD,Bar/Club in Uptown,2024-08-06,Uptown,nightlife
exp585,user_035,FOOD,13.1,USD,Dinner at restaurant in Chinatown,2024-08-07,Chinatown,meal
exp586,user_036,ENTERTAINMENT,85.43,USD,Concert/Movie/Show in Beach Area,2024-08-08,Beach Area,entertainment
exp587,user_037,ENTERTAINMENT,72.98,USD,Concert/Movie/Show in Uptown,2024-08-09,Uptown,entertainment
exp588,user_038,TRANSPORT,52.59,USD,Taxi/Bus/Train rides in Uptown,2024-08-10,Uptown,travel
exp589,user_039,ENTERTAINMENT,100.98,USD,Concert/Movie/Show in Suburban,2024-08-11,Suburban,entertainment
exp590,user_040,NIGHTLIFE,39.99,USD,Bar/Club in Midtown,2024-08-12,Midtown,nightlife
exp591,user_041,ACCOMMODATION,66.99,USD,Hotel/Hostel in Harbor,2024-08-13,Harbor,travel
exp592,user_042,FOOD,76.29,USD,Dessert in Arts District,2024-08-14,Arts District,meal
exp593,user_043,DINING,32.01,USD,Dining experience in Downtown,2024-08-15,Downtown,meal
exp594,user_044,SHOPPING,163.73,USD,Shopping in Chinatown,2024-08-16,Chinatown,shopping
exp595,user_045,SHOPPING,47.24,USD,Shopping in Downtown,2024-08-17,Downtown,shopping
exp596,user_046,NIGHTLIFE,80.97,USD,Bar/Club in Uptown,2024-08-18,Uptown,nightlife
exp597,user_047,ACTIVITIES,130.75,USD,Tour/Adventure activity in Old Town,2024-08-19,Old Town,activities
exp598,user_048,DINING,49.74,USD,Dining experience in Harbor,2024-08-20,Harbor,meal
exp599,user_049,SHOPPING,34.71,USD,Shopping in Old Town,2024-08-21,Old Town,shopping
exp600,user_050,SHOPPING,131.75,USD,Shopping in Arts District,2024-08-22,Arts District,shopping
exp601,user_001,ACTIVITIES,143.47,USD,Tour/Adventure activity in Downtown,2024-08-23,Downtown,activities
exp602,user_002,ACTIVITIES,105.09,USD,Tour/Adventure activity in Beach Area,2024-08-24,Beach Area,activities
exp603,user_003,ACCOMMODATION,170.18,USD,Hotel/Hostel in Midtown,2024-08-25,Midtown,travel
exp604,user_004,ACCOMMODATION,276.3,USD,Hotel/Hostel in Uptown,2024-08-26,Uptown,travel
exp605,user_005,TRANSPORT,90.04,USD,Taxi/Bus/Train rides in Uptown,2024-08-27,Uptown,travel
exp606,user_006,ENTERTAINMENT,143.08,USD,Concert/Movie/Show in Old Town,2024-08-28,Old Town,entertainment
exp607,user_007,DINING,79.6,USD,Dining experience in Arts District,2024-08-29,Arts District,meal
exp608,user_008,ACTIVITIES,178.68,USD,Tour/Adventure activity in Uptown,2024-08-30,Uptown,activities
exp609,user_009,FOOD,45.21,USD,Dessert in Downtown,2024-08-31,Downtown,meal
exp610,user_010,FOOD,21.98,USD,Café meal in Beach Area,2024-09-01,Beach Area,meal
exp611,user_011,SHOPPING,127.4,USD,Shopping in Midtown,2024-09-02,Midtown,shopping
exp612,user_012,TRANSPORT,88.58,USD,Taxi/Bus/Train rides in Chinatown,2024-09-03,Chinatown,travel
exp613,user_013,ACCOMMODATION,159.46,USD,Hotel/Hostel in Plaza District,2024-09-04,Plaza District,travel
exp614,user_014,NIGHTLIFE,27.13,USD,Bar/Club in Harbor,2024-09-05,Harbor,nightlife
exp615,user_015,FOOD,57.95,USD,Dessert in Harbor,2024-09-06,Harbor,meal
exp616,user_016,ENTERTAINMENT,18.99,USD,Concert/Movie/Show in Midtown,2024-09-07,Midtown,entertainment
exp617,user_017,SHOPPING,86.63,USD,Shopping in Plaza District,2024-09-08,Plaza District,shopping
exp618,user_018,SHOPPING,140.46,USD,Shopping in Midtown,2024-09-09,Midtown,shopping
exp619,user_019,NIGHTLIFE,33.21,USD,Bar/Club in Chinatown,2024-09-10,Chinatown,nightlife
exp620,user_020,ACCOMMODATION,242.28,USD,Hotel/Hostel in Plaza District,2024-09-11,Plaza District,travel
exp621,user_021,ENTERTAINMENT,71.99,USD,Concert/Movie/Show in Beach Area,2024-09-12,Beach Area,entertainment
exp622,user_022,TRANSPORT,45.95,USD,Taxi/Bus/Train rides in Uptown,2024-09-13,Uptown,travel
exp623,user_023,SHOPPING,27.6,USD,Shopping in Arts District,2024-09-14,Arts District,shopping
exp624,user_024,ACCOMMODATION,108.4,USD,Hotel/Hostel in Old Town,2024-09-15,Old Town,travel
exp625,user_025,ENTERTAINMENT,131.93,USD,Concert/Movie/Show in Harbor,2024-09-16,Harbor,entertainment
exp626,user_026,ACCOMMODATION,99.98,USD,Hotel/Hostel in Suburban,2024-09-17,Suburban,travel
exp627,user_027,DINING,31.58,USD,Dining experience in Midtown,2024-09-18,Midtown,meal
exp628,user_028,ACCOMMODATION,146.69,USD,Hotel/Hostel in Plaza District,2024-09-19,Plaza District,travel
exp629,user_029,NIGHTLIFE,43.7,USD,Bar/Club in Chinatown,2024-09-20,Chinatown,nightlife
exp630,user_030,ACTIVITIES,55.18,USD,Tour/Adventure activity in Harbor,2024-09-21,Harbor,activities
exp631,user_031,TRANSPORT,60.04,USD,Taxi/Bus/Train rides in Harbor,2024-09-22,Harbor,travel
exp632,user_032,ACTIVITIES,192.85,USD,Tour/Adventure activity in Midtown,2024-09-23,Midtown,activities
exp633,user_033,FOOD,49.76,USD,Café meal in Uptown,2024-09-24,Uptown,meal
exp634,user_034,FOOD,25.98,USD,Street food in Harbor,2024-09-25,Harbor,meal
exp635,user_035,SHOPPING,131.68,USD,Shopping in Suburban,2024-09-26,Suburban,shopping
exp636,user_036,ENTERTAINMENT,123.86,USD,Concert/Movie/Show in Midtown,2024-09-27,Midtown,entertainment
exp637,user_037,TRANSPORT,46.3,USD,Taxi/Bus/Train rides in Midtown,2024-09-28,Midtown,travel
exp638,user_038,TRANSPORT,10.75,USD,Taxi/Bus/Train rides in Beach Area,2024-09-29,Beach Area,travel
exp639,user_039,SHOPPING,84.56,USD,Shopping in Plaza District,2024-09-30,Plaza District,shopping
exp640,user_040,ACTIVITIES,174.81,USD,Tour/Adventure activity in Beach Area,2024-10-01,Beach Area,activities
exp641,user_041,TRANSPORT,65.59,USD,Taxi/Bus/Train rides in Suburban,2024-10-02,Suburban,travel
exp642,user_042,NIGHTLIFE,59.21,USD,Bar/Club in Arts District,2024-10-03,Arts District,nightlife
exp643,user_043,ACTIVITIES,46.97,USD,Tour/Adventure activity in Beach Area,2024-10-04,Beach Area,activities
exp644,user_044,DINING,73.99,USD,Dining experience in Beach Area,2024-10-05,Beach Area,meal
exp645,user_045,ENTERTAINMENT,31.19,USD,Concert/Movie/Show in Harbor,2024-10-06,Harbor,entertainment
exp646,user_046,ACTIVITIES,112.06,USD,Tour/Adventure activity in Old Town,2024-10-07,Old Town,activities
exp647,user_047,FOOD,37.8,USD,Café meal in Midtown,2024-10-08,Midtown,meal
exp648,user_048,DINING,43.77,USD,Dining experience in Plaza District,2024-10-09,Plaza District,meal
exp649,user_049,SHOPPING,37.9,USD,Shopping in Midtown,2024-10-10,Midtown,shopping
exp650,user_050,ENTERTAINMENT,45.88,USD,Concert/Movie/Show in Chinatown,2024-10-11,Chinatown,entertainment
exp651,user_001,ACTIVITIES,87.92,USD,Tour/Adventure activity in Chinatown,2024-10-12,Chinatown,activities
exp652,user_002,ACTIVITIES,102.3,USD,Tour/Adventure activity in Uptown,2024-10-13,Uptown,activities
exp653,user_003,SHOPPING,171.28,USD,Shopping in Suburban,2024-10-14,Suburban,shopping
exp654,user_004,NIGHTLIFE,44.56,USD,Bar/Club in Arts District,2024-10-15,Arts District,nightlife
exp655,user_005,SHOPPING,192.58,USD,Shopping in Harbor,2024-10-16,Harbor,shopping
exp656,user_006,ACTIVITIES,42.83,USD,Tour/Adventure activity in Beach Area,2024-10-17,Beach Area,activities
exp657,user_007,SHOPPING,177.15,USD,Shopping in Old Town,2024-10-18,Old Town,shopping
exp658,user_008,SHOPPING,58.35,USD,Shopping in Harbor,2024-10-19,Harbor,shopping
exp659,user_009,ENTERTAINMENT,77.07,USD,Concert/Movie/Show in Old Town,2024-10-20,Old Town,entertainment
exp660,user_010,DINING,56.06,USD,Dining experience in Beach Area,2024-10-21,Beach Area,meal
exp661,user_011,ACCOMMODATION,245.61,USD,Hotel/Hostel in Plaza District,2024-10-22,Plaza District,travel
exp662,user_012,TRANSPORT,30.95,USD,Taxi/Bus/Train rides in Old Town,2024-10-23,Old Town,travel
exp663,user_013,ACTIVITIES,52.55,USD,Tour/Adventure activity in Old Town,2024-10-24,Old Town,activities
exp664,user_014,ENTERTAINMENT,48.07,USD,Concert/Movie/Show in Old Town,2024-10-25,Old Town,entertainment
exp665,user_015,DINING,35.85,USD,Dining experience in Chinatown,2024-10-26,Chinatown,meal
exp666,user_016,NIGHTLIFE,72.69,USD,Bar/Club in Midtown,2024-10-27,Midtown,nightlife
exp667,user_017,NIGHTLIFE,85.47,USD,Bar/Club in Plaza District,2024-10-28,Plaza District,nightlife
exp668,user_018,ACTIVITIES,31.75,USD,Tour/Adventure activity in Midtown,2024-10-29,Midtown,activities
exp669,user_019,DINING,39.25,USD,Dining experience in Harbor,2024-10-30,Harbor,meal
exp670,user_020,TRANSPORT,48.06,USD,Taxi/Bus/Train rides in Chinatown,2024-10-31,Chinatown,travel
exp671,user_021,ACCOMMODATION,71.28,USD,Hotel/Hostel in Harbor,2024-11-01,Harbor,travel
exp672,user_022,ENTERTAINMENT,31.25,USD,Concert/Movie/Show in Chinatown,2024-11-02,Chinatown,entertainment
exp673,user_023,NIGHTLIFE,17.09,USD,Bar/Club in Arts District,2024-11-03,Arts District,nightlife
exp674,user_024,ACTIVITIES,103.66,USD,Tour/Adventure activity in Beach Area,2024-11-04,Beach Area,activities
exp675,user_025,DINING,40.27,USD,Dining experience in Uptown,2024-11-05,Uptown,meal
exp676,user_026,ACCOMMODATION,96.66,USD,Hotel/Hostel in Uptown,2024-11-06,Uptown,travel
exp677,user_027,ACCOMMODATION,136.41,USD,Hotel/Hostel in Midtown,2024-11-07,Midtown,travel
exp678,user_028,DINING,55.95,USD,Dining experience in Plaza District,2024-11-08,Plaza District,meal
exp679,user_029,ENTERTAINMENT,144.8,USD,Concert/Movie/Show in Downtown,2024-11-09,Downtown,entertainment
exp680,user_030,FOOD,36.27,USD,Café meal in Downtown,2024-11-10,Downtown,meal
exp681,user_031,TRANSPORT,34.86,USD,Taxi/Bus/Train rides in Suburban,2024-11-11,Suburban,travel
exp682,user_032,FOOD,23.93,USD,Dessert in Midtown,2024-11-12,Midtown,meal
exp683,user_033,DINING,31.31,USD,Dining experience in Downtown,2024-11-13,Downtown,meal
exp684,user_034,ENTERTAINMENT,91.75,USD,Concert/Movie/Show in Beach Area,2024-11-14,Beach Area,entertainment
exp685,user_035,DINING,41.07,USD,Dining experience in Beach Area,2024-11-15,Beach Area,meal
exp686,user_036,ACCOMMODATION,174.12,USD,Hotel/Hostel in Suburban,2024-11-16,Suburban,travel
exp687,user_037,ENTERTAINMENT,134.47,USD,Concert/Movie/Show in Downtown,2024-11-17,Downtown,entertainment
exp688,user_038,TRANSPORT,32.98,USD,Taxi/Bus/Train rides in Midtown,2024-11-18,Midtown,travel
exp689,user_039,ACTIVITIES,78.58,USD,Tour/Adventure activity in Harbor,2024-11-19,Harbor,activities
exp690,user_040,TRANSPORT,99.12,USD,Taxi/Bus/Train rides in Chinatown,2024-11-20,Chinatown,travel
exp691,user_041,ACCOMMODATION,100.46,USD,Hotel/Hostel in Midtown,2024-11-21,Midtown,travel
exp692,user_042,DINING,49.98,USD,Dining experience in Midtown,2024-11-22,Midtown,meal
exp693,user_043,SHOPPING,81.76,USD,Shopping in Uptown,2024-11-23,Uptown,shopping
exp694,user_044,ACCOMMODATION,276.27,USD,Hotel/Hostel in Suburban,2024-11-24,Suburban,travel
exp695,user_045,SHOPPING,159.93,USD,Shopping in Suburban,2024-11-25,Suburban,shopping
exp696,user_046,ENTERTAINMENT,42.83,USD,Concert/Movie/Show in Uptown,2024-11-26,Uptown,entertainment
exp697,user_047,FOOD,8.06,USD,Dinner at restaurant in Arts District,2024-11-27,Arts District,meal
exp698,user_048,ACCOMMODATION,115.5,USD,Hotel/Hostel in Harbor,2024-11-28,Harbor,travel
exp699,user_049,SHOPPING,23.65,USD,Shopping in Downtown,2024-11-29,Downtown,shopping
exp700,user_050,FOOD,25.68,USD,Coffee break in Uptown,2024-11-30,Uptown,meal
exp701,user_001,ENTERTAINMENT,32.46,USD,Concert/Movie/Show in Uptown,2024-12-01,Uptown,entertainment
exp702,user_002,FOOD,55.23,USD,Dinner at restaurant in Old Town,2024-12-02,Old Town,meal
exp703,user_003,NIGHTLIFE,76.36,USD,Bar/Club in Downtown,2024-12-03,Downtown,nightlife
exp704,user_004,SHOPPING,84.94,USD,Shopping in Suburban,2024-12-04,Suburban,shopping
exp705,user_005,DINING,89.47,USD,Dining experience in Old Town,2024-12-05,Old Town,meal
exp706,user_006,SHOPPING,39.39,USD,Shopping in Chinatown,2024-12-06,Chinatown,shopping
exp707,user_007,SHOPPING,189.3,USD,Shopping in Old Town,2024-12-07,Old Town,shopping
exp708,user_008,SHOPPING,96.6,USD,Shopping in Downtown,2024-12-08,Downtown,shopping
exp709,user_009,NIGHTLIFE,82.53,USD,Bar/Club in Suburban,2024-12-09,Suburban,nightlife
exp710,user_010,NIGHTLIFE,78.52,USD,Bar/Club in Suburban,2024-12-10,Suburban,nightlife
exp711,user_011,NIGHTLIFE,25.51,USD,Bar/Club in Midtown,2024-12-11,Midtown,nightlife
exp712,user_012,NIGHTLIFE,76.35,USD,Bar/Club in Downtown,2024-12-12,Downtown,nightlife
exp713,user_013,TRANSPORT,94.64,USD,Taxi/Bus/Train rides in Midtown,2024-12-13,Midtown,travel
exp714,user_014,ACCOMMODATION,103.49,USD,Hotel/Hostel in Downtown,2024-12-14,Downtown,travel
exp715,user_015,FOOD,70.94,USD,Snack in Midtown,2024-12-15,Midtown,meal
exp716,user_016,ENTERTAINMENT,65.34,USD,Concert/Movie/Show in Plaza District,2024-12-16,Plaza District,entertainment
exp717,user_017,ACCOMMODATION,138.26,USD,Hotel/Hostel in Old Town,2024-12-17,Old Town,travel
exp718,user_018,FOOD,31.66,USD,Snack in Harbor,2024-12-18,Harbor,meal
exp719,user_019,ACTIVITIES,108.7,USD,Tour/Adventure activity in Old Town,2024-12-19,Old Town,activities
exp720,user_020,NIGHTLIFE,91.82,USD,Bar/Club in Uptown,2024-12-20,Uptown,nightlife
exp721,user_021,ACCOMMODATION,145.29,USD,Hotel/Hostel in Chinatown,2024-12-21,Chinatown,travel
exp722,user_022,ENTERTAINMENT,91.12,USD,Concert/Movie/Show in Chinatown,2024-12-22,Chinatown,entertainment
exp723,user_023,ACTIVITIES,39.69,USD,Tour/Adventure activity in Beach Area,2024-12-23,Beach Area,activities
exp724,user_024,DINING,26.11,USD,Dining experience in Midtown,2024-12-24,Midtown,meal
exp725,user_025,TRANSPORT,90.04,USD,Taxi/Bus/Train rides in Beach Area,2024-12-25,Beach Area,travel
exp726,user_026,DINING,44.29,USD,Dining experience in Uptown,2024-12-26,Uptown,meal
exp727,user_027,TRANSPORT,95.41,USD,Taxi/Bus/Train rides in Uptown,2024-12-27,Uptown,travel
exp728,user_028,SHOPPING,101.59,USD,Shopping in Plaza District,2024-12-28,Plaza District,shopping
exp729,user_029,NIGHTLIFE,28.08,USD,Bar/Club in Midtown,2024-12-29,Midtown,nightlife
exp730,user_030,NIGHTLIFE,60.0,USD,Bar/Club in Plaza District,2024-12-30,Plaza District,nightlife
exp731,user_031,NIGHTLIFE,65.73,USD,Bar/Club in Old Town,2024-01-01,Old Town,nightlife
exp732,user_032,FOOD,19.12,USD,Café meal in Harbor,2024-01-02,Harbor,meal
exp733,user_033,FOOD,74.8,USD,Lunch at restaurant in Midtown,2024-01-03,Midtown,meal
exp734,user_034,ENTERTAINMENT,126.7,USD,Concert/Movie/Show in Arts District,2024-01-04,Arts District,entertainment
exp735,user_035,ACCOMMODATION,86.0,USD,Hotel/Hostel in Old Town,2024-01-05,Old Town,travel
exp736,user_036,DINING,88.7,USD,Dining experience in Harbor,2024-01-06,Harbor,meal
exp737,user_037,TRANSPORT,84.51,USD,Taxi/Bus/Train rides in Chinatown,2024-01-07,Chinatown,travel
exp738,user_038,ACCOMMODATION,96.02,USD,Hotel/Hostel in Old Town,2024-01-08,Old Town,travel
exp739,user_039,ACTIVITIES,155.09,USD,Tour/Adventure activity in Old Town,2024-01-09,Old Town,activities
exp740,user_040,ENTERTAINMENT,110.81,USD,Concert/Movie/Show in Plaza District,2024-01-10,Plaza District,entertainment
exp741,user_041,NIGHTLIFE,43.33,USD,Bar/Club in Old Town,2024-01-11,Old Town,nightlife
exp742,user_042,FOOD,52.29,USD,Street food in Plaza District,2024-01-12,Plaza District,meal
exp743,user_043,FOOD,69.71,USD,Coffee break in Arts District,2024-01-13,Arts District,meal
exp744,user_044,TRANSPORT,67.84,USD,Taxi/Bus/Train rides in Midtown,2024-01-14,Midtown,travel
exp745,user_045,NIGHTLIFE,98.93,USD,Bar/Club in Downtown,2024-01-15,Downtown,nightlife
exp746,user_046,FOOD,26.06,USD,Breakfast in Uptown,2024-01-16,Uptown,meal
exp747,user_047,ENTERTAINMENT,69.25,USD,Concert/Movie/Show in Uptown,2024-01-17,Uptown,entertainment
exp748,user_048,ACCOMMODATION,236.11,USD,Hotel/Hostel in Arts District,2024-01-18,Arts District,travel
exp749,user_049,DINING,66.62,USD,Dining experience in Arts District,2024-01-19,Arts District,meal
exp750,user_050,TRANSPORT,89.8,USD,Taxi/Bus/Train rides in Suburban,2024-01-20,Suburban,travel
exp751,user_001,ENTERTAINMENT,94.13,USD,Concert/Movie/Show in Downtown,2024-01-21,Downtown,entertainment
exp752,user_002,ENTERTAINMENT,69.04,USD,Concert/Movie/Show in Plaza District,2024-01-22,Plaza District,entertainment
exp753,user_003,SHOPPING,98.92,USD,Shopping in Uptown,2024-01-23,Uptown,shopping
exp754,user_004,ACCOMMODATION,150.97,USD,Hotel/Hostel in Harbor,2024-01-24,Harbor,travel
exp755,user_005,DINING,93.42,USD,Dining experience in Plaza District,2024-01-25,Plaza District,meal
exp756,user_006,ACTIVITIES,132.53,USD,Tour/Adventure activity in Harbor,2024-01-26,Harbor,activities
exp757,user_007,ENTERTAINMENT,148.42,USD,Concert/Movie/Show in Suburban,2024-01-27,Suburban,entertainment
exp758,user_008,ACTIVITIES,94.81,USD,Tour/Adventure activity in Chinatown,2024-01-28,Chinatown,activities
exp759,user_009,SHOPPING,77.46,USD,Shopping in Beach Area,2024-01-29,Beach Area,shopping
exp760,user_010,FOOD,14.7,USD,Snack in Arts District,2024-01-30,Arts District,meal
